"";"year";"length";"budget";"rating";"Genre";"Genre_bin"
"20999";1986;82;NA;4,4;"Romance";1
"21000";1929;7;NA;7;"Animation";1
"21001";1929;7;NA;7;"Comedy";1
"21002";1921;19;NA;7,2;"Comedy";1
"21003";2003;87;90000000;5;"Comedy";1
"21004";1965;7;NA;4,9;"Animation";1
"21005";1965;7;NA;4,9;"Comedy";1
"21006";1920;21;NA;6,6;"Comedy";1
"21007";1988;106;NA;5;"Drama";1
"21008";1996;89;NA;5,2;"Documentary";1
"21009";1991;88;115000;3,7;"Drama";1
"21010";2004;119;NA;8;"Animation";1
"21011";2004;119;NA;8;"Romance";1
"21012";1992;93;NA;7,8;"Drama";1
"21013";1963;123;NA;5,9;"Comedy";1
"21014";1973;84;NA;2,8;"Comedy";1
"21015";1959;90;NA;5,6;"Comedy";1
"21016";1995;169;NA;7,9;"Comedy";1
"21017";1999;110;NA;6,8;"Drama";1
"21018";2003;85;NA;6,8;"Drama";1
"21019";1997;84;650000;5,3;"Comedy";1
"21020";1990;140;NA;5,6;"Drama";1
"21021";1933;62;NA;6,2;"Comedy";1
"21022";2000;82;NA;5,9;"Documentary";1
"21023";1959;76;380000;5,6;"Comedy";1
"21024";1947;10;NA;6;"Comedy";1
"21025";1938;7;NA;6,3;"Animation";1
"21026";1938;7;NA;6,3;"Comedy";1
"21027";2003;18;NA;7,6;"Documentary";1
"21028";1934;80;NA;6,1;"Drama";1
"21029";1934;80;NA;6,1;"Romance";1
"21030";2004;115;NA;4,5;"Drama";1
"21031";1945;70;NA;6,5;"Comedy";1
"21032";1938;70;NA;6;"Comedy";1
"21033";1938;70;NA;6;"Romance";1
"21034";2000;17;NA;5,9;"Action";1
"21035";2000;17;NA;5,9;"Drama";1
"21036";1960;98;NA;5,1;"Drama";1
"21037";1966;189;15000000;6,1;"Drama";1
"21038";2004;125;NA;7,2;"Drama";1
"21039";1964;6;NA;6,2;"Animation";1
"21040";1964;6;NA;6,2;"Comedy";1
"21041";1937;8;NA;7,2;"Animation";1
"21042";1937;8;NA;7,2;"Comedy";1
"21043";1970;134;NA;5,9;"Drama";1
"21044";1980;90;NA;4,7;"Action";1
"21045";1988;107;NA;6,9;"Comedy";1
"21046";1988;107;NA;6,9;"Drama";1
"21047";1976;113;NA;4,4;"Comedy";1
"21048";1919;57;NA;7,2;"Comedy";1
"21049";1919;57;NA;7,2;"Romance";1
"21050";1975;90;NA;4,9;"Drama";1
"21051";1974;90;NA;6,3;"Comedy";1
"21052";2003;102;NA;6,7;"Drama";1
"21053";2003;102;NA;6,7;"Romance";1
"21054";1984;86;NA;5,1;"Drama";1
"21055";1995;10;NA;9,1;"Drama";1
"21056";1997;93;NA;5,5;"Comedy";1
"21057";1919;27;NA;6,7;"Comedy";1
"21058";2003;98;NA;6,2;"Drama";1
"21059";1998;186;NA;6,9;"Drama";1
"21060";2003;120;NA;8;"Drama";1
"21061";1979;90;NA;7,4;"Drama";1
"21062";1948;95;NA;6,1;"Comedy";1
"21063";1914;12;NA;6,1;"Action";1
"21064";1977;90;NA;4,3;"Comedy";1
"21065";2000;25;NA;3,4;"Comedy";1
"21066";1952;16;NA;6,2;"Comedy";1
"21067";1938;57;NA;6;"Comedy";1
"21068";1938;57;NA;6;"Romance";1
"21069";2001;107;NA;6,5;"Comedy";1
"21070";1926;20;NA;7,3;"Comedy";1
"21071";1998;137;25000000;6,6;"Drama";1
"21072";1976;90;NA;2,7;"Drama";1
"21073";1956;77;NA;5;"Comedy";1
"21074";1983;51;NA;7,2;"Documentary";1
"21075";1940;83;NA;5,1;"Comedy";1
"21076";1951;77;NA;7,3;"Drama";1
"21077";1991;115;NA;5,5;"Comedy";1
"21078";1991;115;NA;5,5;"Drama";1
"21079";1991;115;NA;5,5;"Romance";1
"21080";1944;103;NA;3,4;"Comedy";1
"21081";1948;79;NA;7,5;"Drama";1
"21082";1934;70;NA;6;"Drama";1
"21083";1934;70;NA;6;"Romance";1
"21084";1924;80;NA;8,2;"Drama";1
"21085";1965;103;NA;5,2;"Drama";1
"21086";1997;116;NA;7,3;"Drama";1
"21087";2002;117;NA;7,3;"Drama";1
"21088";1918;24;NA;6,7;"Comedy";1
"21089";1987;104;NA;3,4;"Comedy";1
"21090";1950;76;NA;4,9;"Comedy";1
"21091";1968;110;750000;6,1;"Comedy";1
"21092";1996;92;NA;6;"Comedy";1
"21093";1985;90;NA;5;"Comedy";1
"21094";1980;86;NA;4,3;"Drama";1
"21095";1998;104;NA;7,1;"Drama";1
"21096";1979;92;NA;6,4;"Comedy";1
"21097";1979;92;NA;6,4;"Drama";1
"21098";2001;86;14000000;4,9;"Comedy";1
"21099";2001;86;14000000;4,9;"Romance";1
"21100";2004;132;NA;5,7;"Drama";1
"21101";2004;132;NA;5,7;"Romance";1
"21102";2003;95;NA;5,1;"Comedy";1
"21103";1996;79;NA;4,1;"Comedy";1
"21104";1980;89;NA;4,9;"Drama";1
"21105";1920;56;NA;7,1;"Comedy";1
"21106";1920;56;NA;7,1;"Drama";1
"21107";1995;110;NA;4,1;"Comedy";1
"21108";1995;110;NA;4,1;"Drama";1
"21109";1959;62;NA;3,4;"Comedy";1
"21110";1922;51;NA;6,3;"Comedy";1
"21111";1999;1;NA;6,8;"Animation";1
"21112";1933;61;NA;5,7;"Romance";1
"21113";2004;85;NA;6,2;"Action";1
"21114";2004;85;NA;6,2;"Comedy";1
"21115";2004;85;NA;6,2;"Drama";1
"21116";2005;100;17000;7,8;"Drama";1
"21117";1935;76;NA;6,2;"Drama";1
"21118";1982;105;NA;4,7;"Comedy";1
"21119";1938;16;NA;7,7;"Comedy";1
"21120";1991;104;NA;7;"Comedy";1
"21121";1980;95;NA;4,1;"Romance";1
"21122";1996;40;NA;6,1;"Documentary";1
"21123";1987;90;NA;4,8;"Comedy";1
"21124";1987;90;NA;4,8;"Drama";1
"21125";1999;81;NA;6,5;"Drama";1
"21126";1980;110;NA;5,6;"Drama";1
"21127";1990;100;NA;4,9;"Comedy";1
"21128";2004;97;NA;6,1;"Drama";1
"21129";1968;123;NA;7,6;"Drama";1
"21130";1987;37;NA;7,5;"Documentary";1
"21131";1983;113;NA;6,6;"Drama";1
"21132";1957;61;NA;6,4;"Drama";1
"21133";1988;40;NA;5,9;"Documentary";1
"21134";1993;93;NA;6,5;"Comedy";1
"21135";2003;87;3000000;6,1;"Drama";1
"21136";1989;95;NA;4,9;"Drama";1
"21137";2002;96;7000000;6,2;"Drama";1
"21138";2002;96;7000000;6,2;"Romance";1
"21139";1932;73;NA;4,8;"Comedy";1
"21140";1958;73;NA;4,3;"Drama";1
"21141";1953;100;NA;7,3;"Drama";1
"21142";1938;83;400000;5,1;"Action";1
"21143";2002;57;NA;7,7;"Documentary";1
"21144";1984;91;NA;6,3;"Drama";1
"21145";2004;92;NA;6,9;"Drama";1
"21146";1998;94;NA;4,9;"Drama";1
"21147";1949;21;NA;4,9;"Documentary";1
"21148";1999;90;NA;4;"Comedy";1
"21149";1999;90;NA;4;"Romance";1
"21150";1947;71;NA;7,5;"Drama";1
"21151";1981;92;NA;5,4;"Comedy";1
"21152";1946;102;NA;6,1;"Drama";1
"21153";1946;102;NA;6,1;"Romance";1
"21154";1981;79;10000000;4,2;"Comedy";1
"21155";2002;91;NA;5;"Comedy";1
"21156";1988;97;NA;5,3;"Comedy";1
"21157";1972;106;NA;6,5;"Comedy";1
"21158";1972;106;NA;6,5;"Romance";1
"21159";1986;130;NA;6,2;"Action";1
"21160";1986;130;NA;6,2;"Comedy";1
"21161";1986;130;NA;6,2;"Drama";1
"21162";1983;90;NA;4,1;"Drama";1
"21163";1983;90;NA;4,1;"Romance";1
"21164";1984;98;NA;6,1;"Drama";1
"21165";2001;110;40000000;6,2;"Comedy";1
"21166";2001;110;40000000;6,2;"Romance";1
"21167";1983;114;NA;7,1;"Drama";1
"21168";1986;108;NA;5,6;"Comedy";1
"21169";1986;108;NA;5,6;"Drama";1
"21170";1986;108;NA;5,6;"Romance";1
"21171";1980;96;NA;7;"Drama";1
"21172";1980;90;NA;7;"Documentary";1
"21173";2002;90;NA;6,2;"Comedy";1
"21174";2002;90;NA;6,2;"Drama";1
"21175";1936;87;NA;5,8;"Drama";1
"21176";1936;87;NA;5,8;"Romance";1
"21177";1919;23;NA;5,8;"Comedy";1
"21178";1974;112;NA;8,5;"Documentary";1
"21179";2001;101;31000000;6,7;"Drama";1
"21180";1936;72;NA;5,5;"Drama";1
"21181";1991;96;NA;8,2;"Documentary";1
"21182";1987;95;17000000;3,3;"Drama";1
"21183";1975;102;NA;6,3;"Comedy";1
"21184";1918;117;NA;7,2;"Drama";1
"21185";1995;20;NA;6,6;"Documentary";1
"21186";2002;14;NA;7;"Comedy";1
"21187";2002;14;NA;7;"Drama";1
"21188";2002;14;NA;7;"Romance";1
"21189";1981;92;NA;6,5;"Documentary";1
"21190";1972;102;NA;6;"Comedy";1
"21191";1972;102;NA;6;"Drama";1
"21192";1986;101;NA;5;"Action";1
"21193";1986;101;NA;5;"Drama";1
"21194";1995;188;60000000;7,9;"Action";1
"21195";1995;188;60000000;7,9;"Drama";1
"21196";1996;50;NA;6;"Action";1
"21197";1934;63;NA;6,5;"Drama";1
"21198";1935;72;NA;5,3;"Comedy";1
"21199";1983;133;NA;6,2;"Drama";1
"21200";1987;98;90000;5,1;"Drama";1
"21201";1943;80;NA;4,4;"Comedy";1
"21202";1999;85;NA;6;"Drama";1
"21203";1986;73;NA;2,8;"Animation";1
"21204";1986;73;NA;2,8;"Comedy";1
"21205";1989;102;NA;7,4;"Comedy";1
"21206";1989;102;NA;7,4;"Drama";1
"21207";1989;102;NA;7,4;"Romance";1
"21208";2002;28;NA;6;"Comedy";1
"21209";1995;91;NA;3,9;"Action";1
"21210";1995;91;NA;3,9;"Drama";1
"21211";1982;91;NA;5,5;"Drama";1
"21212";1987;80;NA;6,3;"Documentary";1
"21213";2002;96;11000000;7,3;"Drama";1
"21214";1993;140;33000000;6,4;"Action";1
"21215";1993;140;33000000;6,4;"Drama";1
"21216";1997;95;NA;2,8;"Comedy";1
"21217";1943;112;NA;7,5;"Comedy";1
"21218";1943;112;NA;7,5;"Romance";1
"21219";1978;101;NA;6,8;"Comedy";1
"21220";1985;104;NA;6,5;"Comedy";1
"21221";1985;104;NA;6,5;"Drama";1
"21222";1957;108;3000000;7,4;"Drama";1
"21223";1956;7;NA;7,4;"Animation";1
"21224";1956;7;NA;7,4;"Comedy";1
"21225";1990;95;NA;2,7;"Drama";1
"21226";1962;66;NA;7,3;"Animation";1
"21227";1939;61;NA;6,1;"Drama";1
"21228";1980;219;44000000;6,2;"Drama";1
"21229";1994;93;NA;4,3;"Drama";1
"21230";1994;93;NA;4,3;"Romance";1
"21231";1984;90;NA;3,9;"Drama";1
"21232";1984;90;NA;3,9;"Romance";1
"21233";1963;62;5000;1;"Comedy";1
"21234";1943;95;NA;6;"Comedy";1
"21235";1994;108;5000000;7,7;"Drama";1
"21236";1994;108;5000000;7,7;"Romance";1
"21237";1944;71;NA;6,7;"Comedy";1
"21238";1948;16;NA;7,7;"Comedy";1
"21239";1985;90;NA;4,9;"Comedy";1
"21240";1985;90;NA;4,9;"Romance";1
"21241";1985;92;NA;6,8;"Drama";1
"21242";1949;8;NA;8,4;"Animation";1
"21243";1949;8;NA;8,4;"Comedy";1
"21244";1963;105;NA;6,6;"Comedy";1
"21245";1995;105;NA;7,1;"Drama";1
"21246";1995;105;NA;7,1;"Romance";1
"21247";1981;90;9300000;6,2;"Action";1
"21248";1981;90;9300000;6,2;"Animation";1
"21249";2000;88;15000000;5,1;"Action";1
"21250";2000;88;15000000;5,1;"Animation";1
"21251";2002;95;NA;7;"Comedy";1
"21252";1989;78;NA;5,3;"Documentary";1
"21253";1973;79;NA;6;"Animation";1
"21254";1973;79;NA;6;"Comedy";1
"21255";1973;79;NA;6;"Drama";1
"21256";1995;100;NA;5,3;"Comedy";1
"21257";1975;100;NA;5,3;"Comedy";1
"21258";2003;108;NA;7,2;"Comedy";1
"21259";2003;108;NA;7,2;"Drama";1
"21260";2003;87;NA;6,3;"Comedy";1
"21261";1941;7;NA;7,7;"Animation";1
"21262";1941;7;NA;7,7;"Comedy";1
"21263";1987;90;NA;6,6;"Comedy";1
"21264";1986;58;NA;6,7;"Comedy";1
"21265";1992;123;NA;6,9;"Drama";1
"21266";1975;102;NA;6,6;"Drama";1
"21267";2004;88;NA;8,2;"Drama";1
"21268";1942;9;NA;7,3;"Documentary";1
"21269";2001;93;6000000;7,7;"Comedy";1
"21270";2001;93;6000000;7,7;"Drama";1
"21271";2001;93;6000000;7,7;"Romance";1
"21272";2001;89;NA;7,1;"Documentary";1
"21273";1995;103;NA;7,3;"Drama";1
"21274";1999;89;NA;7,5;"Comedy";1
"21275";1999;95;NA;5,3;"Drama";1
"21276";1999;95;NA;5,3;"Romance";1
"21277";1991;91;NA;5,6;"Action";1
"21278";1994;97;NA;7,2;"Drama";1
"21279";1992;91;NA;4,1;"Action";1
"21280";1992;91;NA;4,1;"Drama";1
"21281";1995;91;NA;6,3;"Drama";1
"21282";1954;83;NA;6,2;"Comedy";1
"21283";1999;104;NA;6,3;"Drama";1
"21284";1951;97;NA;4,5;"Romance";1
"21285";1954;96;NA;4,2;"Comedy";1
"21286";1937;88;NA;7,2;"Drama";1
"21287";1952;97;NA;6;"Drama";1
"21288";1965;95;NA;5,7;"Drama";1
"21289";2001;95;NA;6,9;"Drama";1
"21290";1955;95;NA;5,8;"Drama";1
"21291";1982;94;NA;3,7;"Animation";1
"21292";1999;116;NA;5,6;"Drama";1
"21293";2005;93;NA;4;"Drama";1
"21294";1926;106;NA;4,9;"Drama";1
"21295";1938;98;NA;5,7;"Drama";1
"21296";2000;101;NA;7,9;"Documentary";1
"21297";1963;102;NA;5,4;"Drama";1
"21298";1934;82;NA;4,9;"Comedy";1
"21299";1953;6;NA;6,9;"Animation";1
"21300";1953;6;NA;6,9;"Comedy";1
"21301";2004;99;NA;7,2;"Documentary";1
"21302";1955;7;NA;6,4;"Animation";1
"21303";1955;7;NA;6,4;"Comedy";1
"21304";1949;115;2600000;7,9;"Drama";1
"21305";1949;115;2600000;7,9;"Romance";1
"21306";1994;119;NA;7,8;"Animation";1
"21307";1994;119;NA;7,8;"Comedy";1
"21308";1999;81;NA;4,4;"Action";1
"21309";1999;81;NA;4,4;"Drama";1
"21310";1965;103;NA;6,5;"Comedy";1
"21311";1965;103;NA;6,5;"Drama";1
"21312";1934;99;NA;7,5;"Comedy";1
"21313";1979;82;NA;3;"Comedy";1
"21314";1999;89;8000000;4,6;"Comedy";1
"21315";1958;96;NA;6;"Comedy";1
"21316";1958;96;NA;6;"Romance";1
"21317";1998;108;NA;5,6;"Comedy";1
"21318";1998;96;NA;2,8;"Action";1
"21319";1998;96;NA;2,8;"Comedy";1
"21320";1998;96;NA;2,8;"Romance";1
"21321";1999;93;NA;6,8;"Comedy";1
"21322";1957;118;NA;5,6;"Drama";1
"21323";1956;118;NA;5,9;"Action";1
"21324";1956;118;NA;5,9;"Drama";1
"21325";1956;118;NA;5,9;"Romance";1
"21326";1924;85;NA;8,9;"Comedy";1
"21327";1924;204;NA;9;"Drama";1
"21328";1967;77;NA;4,5;"Documentary";1
"21329";2000;12;NA;4,6;"Documentary";1
"21330";2000;21;NA;6,8;"Animation";1
"21331";2000;21;NA;6,8;"Drama";1
"21332";1994;90;NA;5,8;"Comedy";1
"21333";1994;90;NA;5,8;"Romance";1
"21334";2005;97;1000000;2,3;"Action";1
"21335";2005;97;1000000;2,3;"Comedy";1
"21336";1933;101;NA;6,5;"Drama";1
"21337";1933;101;NA;6,5;"Romance";1
"21338";1954;90;NA;5,3;"Action";1
"21339";1954;90;NA;5,3;"Drama";1
"21340";1954;90;NA;5,3;"Romance";1
"21341";1994;83;NA;4,1;"Drama";1
"21342";1970;95;NA;4,5;"Drama";1
"21343";1957;69;NA;6,7;"Drama";1
"21344";1987;86;NA;4,4;"Action";1
"21345";1987;86;NA;4,4;"Comedy";1
"21346";1931;109;NA;6,1;"Drama";1
"21347";1957;91;NA;6,6;"Drama";1
"21348";1930;83;NA;6,2;"Drama";1
"21349";1930;83;NA;6,2;"Romance";1
"21350";1978;82;NA;2,4;"Action";1
"21351";2001;85;NA;7,1;"Documentary";1
"21352";1960;88;NA;6,3;"Drama";1
"21353";1962;90;2500000;7,2;"Drama";1
"21354";1998;94;NA;3,7;"Action";1
"21355";1998;94;NA;3,7;"Drama";1
"21356";1967;97;NA;5,4;"Action";1
"21357";1967;97;NA;5,4;"Drama";1
"21358";1958;64;NA;4,5;"Drama";1
"21359";1985;87;NA;2,7;"Action";1
"21360";1954;99;NA;6,3;"Drama";1
"21361";1998;28;NA;6,9;"Comedy";1
"21362";1934;79;NA;5,9;"Drama";1
"21363";1968;103;NA;7,3;"Drama";1
"21364";1955;98;NA;6,1;"Drama";1
"21365";1960;131;800000;6,8;"Drama";1
"21366";1968;95;NA;5,9;"Drama";1
"21367";1930;127;3950000;7,6;"Drama";1
"21368";1969;97;NA;4,1;"Action";1
"21369";1969;97;NA;4,1;"Drama";1
"21370";1983;93;NA;4,6;"Documentary";1
"21371";1970;95;NA;5;"Action";1
"21372";1970;95;NA;5;"Drama";1
"21373";1970;92;150000;2,8;"Action";1
"21374";1970;92;150000;2,8;"Drama";1
"21375";1968;92;NA;2,4;"Action";1
"21376";1954;88;NA;6,5;"Action";1
"21377";1954;88;NA;6,5;"Drama";1
"21378";1930;68;NA;7,3;"Drama";1
"21379";1932;62;NA;6,7;"Drama";1
"21380";1932;72;NA;5,6;"Drama";1
"21381";1955;84;NA;5,6;"Drama";1
"21382";1939;81;NA;4,5;"Drama";1
"21383";1998;95;6000000;4,5;"Drama";1
"21384";1954;89;NA;6,9;"Action";1
"21385";1996;13;NA;4,3;"Action";1
"21386";1944;13;NA;9,4;"Animation";1
"21387";1993;95;NA;3,4;"Action";1
"21388";2004;132;66000000;6,7;"Action";1
"21389";1957;82;NA;4,4;"Drama";1
"21390";1967;90;NA;1,6;"Drama";1
"21391";1980;98;NA;5,8;"Drama";1
"21392";1983;100;NA;6,7;"Drama";1
"21393";2000;88;NA;6;"Comedy";1
"21394";1960;100;NA;5,1;"Drama";1
"21395";1960;100;NA;5,1;"Romance";1
"21396";1968;121;NA;6;"Action";1
"21397";1949;90;NA;6,9;"Drama";1
"21398";1985;90;NA;4,6;"Action";1
"21399";1985;90;NA;4,6;"Drama";1
"21400";1961;80;NA;5,8;"Drama";1
"21401";1987;96;NA;4,3;"Comedy";1
"21402";1952;6;NA;6,4;"Animation";1
"21403";1952;6;NA;6,4;"Comedy";1
"21404";1969;88;NA;5,4;"Comedy";1
"21405";1943;99;NA;6,2;"Comedy";1
"21406";1939;6;NA;6,2;"Animation";1
"21407";1939;6;NA;6,2;"Comedy";1
"21408";1933;17;NA;8;"Comedy";1
"21409";1969;146;25000000;6,3;"Comedy";1
"21410";1969;146;25000000;6,3;"Romance";1
"21411";2000;3;NA;5,8;"Animation";1
"21412";2000;3;NA;5,8;"Comedy";1
"21413";1933;62;NA;6,8;"Drama";1
"21414";1970;101;NA;3,2;"Comedy";1
"21415";1984;90;NA;2,7;"Action";1
"21416";1984;90;NA;2,7;"Drama";1
"21417";1967;94;NA;4,7;"Drama";1
"21418";1971;90;NA;6,8;"Drama";1
"21419";1971;90;NA;6,8;"Documentary";1
"21420";1941;84;NA;7,9;"Comedy";1
"21421";1939;99;NA;6,9;"Drama";1
"21422";1968;75;NA;5,9;"Drama";1
"21423";1965;90;1500000;7,1;"Comedy";1
"21424";1965;9;NA;7,1;"Comedy";1
"21425";1974;94;NA;5,2;"Comedy";1
"21426";1931;20;NA;7,7;"Comedy";1
"21427";1932;20;NA;8,2;"Comedy";1
"21428";1987;105;NA;6,8;"Comedy";1
"21429";1949;84;NA;4,9;"Comedy";1
"21430";1949;84;NA;4,9;"Romance";1
"21431";1960;105;NA;6,8;"Drama";1
"21432";1962;139;NA;5,2;"Drama";1
"21433";1997;45;NA;6,1;"Drama";1
"21434";1914;84;NA;8,2;"Drama";1
"21435";1943;15;NA;5;"Documentary";1
"21436";1977;104;NA;5,5;"Drama";1
"21437";2004;28;NA;9,4;"Comedy";1
"21438";2003;90;250000;6,4;"Documentary";1
"21439";1942;4;NA;7,3;"Animation";1
"21440";1949;7;NA;7,3;"Animation";1
"21441";1949;7;NA;7,3;"Comedy";1
"21442";2002;84;NA;8;"Documentary";1
"21443";1991;180;NA;7,2;"Drama";1
"21444";1991;180;NA;7,2;"Romance";1
"21445";1975;103;NA;5,6;"Action";1
"21446";1975;103;NA;5,6;"Drama";1
"21447";1941;7;NA;6,7;"Animation";1
"21448";1941;7;NA;6,7;"Comedy";1
"21449";1946;8;NA;6,9;"Animation";1
"21450";1946;8;NA;6,9;"Comedy";1
"21451";2003;72;NA;8,3;"Documentary";1
"21452";1990;136;NA;6,3;"Drama";1
"21453";1943;72;NA;8,2;"Comedy";1
"21454";1943;73;NA;8,1;"Comedy";1
"21455";1944;65;NA;8,2;"Comedy";1
"21456";1943;64;NA;7,8;"Comedy";1
"21457";1941;75;NA;6,9;"Comedy";1
"21458";1944;75;NA;7,3;"Comedy";1
"21459";1944;66;NA;7,8;"Comedy";1
"21460";1942;72;NA;7,3;"Comedy";1
"21461";1997;137;NA;7,2;"Comedy";1
"21462";1997;137;NA;7,2;"Drama";1
"21463";1939;66;NA;5,8;"Comedy";1
"21464";1939;66;NA;5,8;"Drama";1
"21465";1999;85;NA;5,2;"Comedy";1
"21466";1999;85;NA;5,2;"Drama";1
"21467";1999;85;NA;5,2;"Romance";1
"21468";1989;137;9000000;7,9;"Action";1
"21469";1989;137;9000000;7,9;"Drama";1
"21470";1972;125;NA;6,6;"Drama";1
"21471";2003;107;NA;3,7;"Comedy";1
"21472";1942;71;NA;6,5;"Comedy";1
"21473";2001;22;NA;9,4;"Comedy";1
"21474";2001;22;NA;9,4;"Drama";1
"21475";1934;20;NA;4,3;"Comedy";1
"21476";1983;63;NA;5,9;"Comedy";1
"21477";1942;6;NA;6,4;"Animation";1
"21478";1942;6;NA;6,4;"Comedy";1
"21479";1995;89;NA;6,2;"Action";1
"21480";1989;94;NA;5,2;"Comedy";1
"21481";1989;94;NA;5,2;"Romance";1
"21482";1942;93;NA;4,7;"Comedy";1
"21483";1942;93;NA;4,7;"Romance";1
"21484";1911;14;NA;6;"Comedy";1
"21485";1908;6;NA;4,7;"Drama";1
"21486";1933;71;NA;5,5;"Drama";1
"21487";1909;6;NA;4,9;"Comedy";1
"21488";1933;66;NA;6;"Comedy";1
"21489";1951;72;NA;5,4;"Drama";1
"21490";1951;72;NA;5,4;"Romance";1
"21491";1945;112;NA;6;"Comedy";1
"21492";1947;84;NA;5;"Comedy";1
"21493";1937;61;NA;5,9;"Drama";1
"21494";1946;78;NA;5,3;"Drama";1
"21495";2003;29;16878;8;"Romance";1
"21496";1930;85;NA;7;"Drama";1
"21497";1999;85;NA;4,9;"Drama";1
"21498";1999;85;NA;4,9;"Romance";1
"21499";1925;70;NA;7,4;"Comedy";1
"21500";2004;80;NA;8,2;"Drama";1
"21501";1954;91;NA;5,7;"Comedy";1
"21502";1954;91;NA;5,7;"Drama";1
"21503";2000;15;20000;5,5;"Comedy";1
"21504";1930;75;NA;7,4;"Comedy";1
"21505";1930;75;NA;7,4;"Romance";1
"21506";1966;6;NA;6,9;"Animation";1
"21507";1980;100;NA;4,4;"Comedy";1
"21508";1977;100;NA;4,9;"Action";1
"21509";1977;100;NA;4,9;"Comedy";1
"21510";1977;100;NA;4,9;"Romance";1
"21511";1974;84;NA;5,2;"Action";1
"21512";1974;84;NA;5,2;"Comedy";1
"21513";1974;84;NA;5,2;"Romance";1
"21514";1989;111;NA;7,1;"Drama";1
"21515";1997;92;70000000;6,6;"Animation";1
"21516";1997;92;70000000;6,6;"Comedy";1
"21517";1993;82;NA;6,8;"Comedy";1
"21518";1970;91;NA;2,5;"Action";1
"21519";1970;91;NA;2,5;"Comedy";1
"21520";1998;100;NA;7,9;"Documentary";1
"21521";1970;110;NA;5,3;"Drama";1
"21522";1904;1;NA;3,9;"Documentary";1
"21523";2004;35;NA;9,7;"Drama";1
"21524";1945;90;NA;6,2;"Comedy";1
"21525";1953;78;NA;5,9;"Comedy";1
"21526";1948;93;NA;5,8;"Comedy";1
"21527";1948;93;NA;5,8;"Drama";1
"21528";1985;72;NA;7,1;"Animation";1
"21529";1952;66;NA;7,3;"Comedy";1
"21530";1952;75;NA;6,9;"Comedy";1
"21531";1978;87;NA;1,9;"Comedy";1
"21532";1944;99;NA;6;"Comedy";1
"21533";1936;58;NA;5,6;"Comedy";1
"21534";1933;18;NA;6,6;"Comedy";1
"21535";1941;57;NA;5,2;"Comedy";1
"21536";1941;57;NA;5,2;"Romance";1
"21537";1941;94;NA;7,7;"Comedy";1
"21538";1941;94;NA;7,7;"Romance";1
"21539";1946;10;NA;1,8;"Documentary";1
"21540";1951;113;2117000;5,2;"Comedy";1
"21541";1934;87;NA;6,5;"Comedy";1
"21542";1934;87;NA;6,5;"Drama";1
"21543";1934;87;NA;6,5;"Romance";1
"21544";1934;77;NA;8,2;"Comedy";1
"21545";1959;6;NA;6,3;"Animation";1
"21546";1959;6;NA;6,3;"Comedy";1
"21547";1942;77;NA;5,8;"Comedy";1
"21548";1967;96;NA;5,6;"Comedy";1
"21549";2000;93;15000000;4,8;"Drama";1
"21550";2000;93;15000000;4,8;"Romance";1
"21551";2000;94;NA;5,3;"Drama";1
"21552";2002;96;NA;6,7;"Drama";1
"21553";2001;90;NA;8,3;"Drama";1
"21554";1997;100;NA;5,8;"Drama";1
"21555";2001;110;NA;7,6;"Drama";1
"21556";1972;145;NA;9,5;"Drama";1
"21557";1930;8;NA;2,4;"Comedy";1
"21558";1990;88;NA;6,4;"Drama";1
"21559";2001;92;NA;5,6;"Comedy";1
"21560";2001;92;NA;5,6;"Romance";1
"21561";2005;88;NA;8,8;"Drama";1
"21562";1967;82;NA;4,4;"Action";1
"21563";1967;82;NA;4,4;"Drama";1
"21564";1961;95;NA;8,7;"Drama";1
"21565";1948;85;NA;5,2;"Drama";1
"21566";1992;117;42000000;6,2;"Comedy";1
"21567";1992;117;42000000;6,2;"Drama";1
"21568";1978;107;NA;6,8;"Drama";1
"21569";1973;8;NA;6,7;"Documentary";1
"21570";1988;96;NA;4,3;"Action";1
"21571";1980;98;NA;6;"Comedy";1
"21572";1904;15;NA;3,8;"Drama";1
"21573";1962;94;NA;5,2;"Action";1
"21574";1962;94;NA;5,2;"Drama";1
"21575";1987;58;NA;5;"Documentary";1
"21576";1977;85;NA;5,6;"Comedy";1
"21577";1977;85;NA;5,6;"Drama";1
"21578";1960;76;NA;3,5;"Action";1
"21579";1989;83;NA;2,7;"Action";1
"21580";1939;10;NA;6,8;"Documentary";1
"21581";1933;71;290000;7,1;"Drama";1
"21582";1965;131;NA;6;"Drama";1
"21583";1919;122;NA;6,8;"Drama";1
"21584";1954;88;NA;5,4;"Drama";1
"21585";1987;12;NA;8,8;"Animation";1
"21586";2003;105;NA;7,3;"Comedy";1
"21587";2003;105;NA;7,3;"Drama";1
"21588";1945;7;NA;7,3;"Animation";1
"21589";1945;7;NA;7,3;"Comedy";1
"21590";1992;93;NA;6;"Comedy";1
"21591";1955;97;NA;6,7;"Comedy";1
"21592";1955;97;NA;6,7;"Drama";1
"21593";1999;126;NA;7,4;"Documentary";1
"21594";1940;80;NA;5,4;"Comedy";1
"21595";1957;90;NA;5;"Comedy";1
"21596";1959;83;NA;5,3;"Drama";1
"21597";1967;105;NA;4,8;"Comedy";1
"21598";1959;86;NA;3,8;"Drama";1
"21599";1957;104;NA;5,5;"Drama";1
"21600";1943;94;NA;4,9;"Drama";1
