"";"year";"length";"budget";"rating";"Action";"Animation";"Comedy";"Drama";"Documentary";"Romance"
"31695";2004;179;NA;6,9;1;0;1;1;0;1
"31696";1994;175;NA;5,3;1;0;1;0;0;0
"31697";2003;178;NA;4,1;0;0;0;1;0;1
"31698";1945;97;NA;6;0;0;0;1;0;0
"31699";1941;20;NA;6,8;0;0;0;0;1;0
"31700";1953;103;NA;4,4;0;0;0;0;0;1
"31701";1943;80;NA;8,4;0;0;0;0;0;0
"31702";2002;154;NA;6,8;1;0;0;1;0;1
"31703";1989;192;NA;7,5;0;0;0;0;0;1
"31704";2003;130;NA;4,6;0;0;1;1;0;0
"31705";2003;102;NA;3,4;0;0;1;0;0;0
"31706";1939;75;NA;6,1;0;0;1;1;0;0
"31707";1942;86;NA;5,8;0;0;1;0;0;0
"31708";1944;90;NA;5,8;0;0;1;0;0;0
"31709";1941;79;NA;6,5;0;0;1;1;0;0
"31710";1986;97;NA;7,1;0;0;1;1;0;1
"31711";1968;8;NA;7;0;1;1;0;0;0
"31712";1988;95;NA;9,4;0;0;0;1;0;0
"31713";1970;87;NA;6,2;0;0;0;1;0;1
"31714";1984;89;NA;2,9;0;0;0;1;0;0
"31715";1938;90;NA;8,1;0;0;0;0;0;0
"31716";1947;105;NA;5,6;0;0;0;0;0;0
"31717";1971;96;NA;4,7;0;0;0;1;0;0
"31718";1994;92;NA;5,5;0;0;1;0;0;1
"31719";2000;85;NA;4,9;0;0;0;0;0;0
"31720";2001;156;72000000;6,7;0;0;0;1;0;1
"31721";1941;121;NA;7,1;0;0;1;0;0;0
"31722";2001;3;NA;7,2;1;1;0;0;0;0
"31723";1965;152;3800000;6,4;0;0;0;0;0;0
"31724";1989;107;11000000;6,7;0;0;1;0;0;0
"31725";1994;105;NA;4,7;0;0;1;0;0;0
"31726";1998;100;NA;4;0;0;1;0;0;0
"31727";1995;95;NA;5,1;0;0;1;0;0;0
"31728";1942;100;928000;7,5;0;0;1;0;0;1
"31729";1964;93;NA;5,8;0;0;1;0;0;0
"31730";1986;92;85000;2,7;0;0;0;0;0;0
"31731";1962;156;NA;5,6;0;0;1;1;0;1
"31732";1980;83;NA;8;0;0;1;0;0;0
"31733";2001;75;NA;7,3;0;1;1;1;0;0
"31734";1987;91;NA;3,6;0;0;1;0;0;1
"31735";1993;99;NA;5,6;0;0;0;1;0;0
"31736";1949;79;NA;5,5;0;0;1;0;0;0
"31737";1954;90;NA;6;0;0;0;0;0;0
"31738";1932;86;NA;6,6;0;0;1;1;0;0
"31739";1960;100;NA;6,2;0;0;1;0;0;0
"31740";1946;75;NA;6,9;0;1;0;0;0;0
"31741";1959;81;NA;6,9;0;0;1;0;0;0
"31742";1937;91;NA;8,4;0;0;0;1;0;0
"31743";1936;65;NA;5,6;0;0;1;0;0;0
"31744";1944;82;NA;5,3;0;0;1;0;0;0
"31745";1937;77;NA;5,7;0;0;1;0;0;0
"31746";2000;90;NA;6,2;0;0;0;1;0;0
"31747";1971;95;NA;8,4;0;0;0;0;0;0
"31748";1931;71;NA;3,9;0;0;0;1;0;0
"31749";1997;98;NA;5,6;0;0;0;1;0;0
"31750";1929;18;NA;6,7;0;0;0;0;0;0
"31751";1972;100;NA;6,3;0;0;0;0;0;0
"31752";2003;105;NA;4,2;0;0;0;0;0;0
"31753";1971;97;NA;4;0;0;1;1;0;0
"31754";1982;113;NA;6,1;0;0;0;1;0;0
"31755";2000;18;NA;8;0;0;0;0;0;0
"31756";1987;98;NA;5;0;0;1;0;0;0
"31757";2003;88;NA;7,1;0;0;1;0;0;0
"31758";1998;30;NA;4,3;0;0;0;0;0;0
"31759";1935;7;NA;4,5;0;1;0;0;0;0
"31760";2002;70;NA;7,2;0;0;0;0;1;0
"31761";1998;87;NA;4,6;0;0;0;1;0;0
"31762";2002;90;NA;6,8;0;0;0;0;0;0
"31763";1914;15;NA;5,6;0;0;1;0;0;0
"31764";1984;25;NA;7;0;0;0;0;0;0
"31765";1912;16;NA;5,5;0;0;1;0;0;0
"31766";2002;64;NA;1,6;0;0;0;0;1;0
"31767";1993;82;NA;6,1;0;0;1;0;0;0
"31768";1970;42;NA;6,7;0;0;0;0;1;0
"31769";2004;90;NA;1;0;0;1;0;0;0
"31770";1991;35;NA;6,7;0;0;0;0;0;0
"31771";1999;95;NA;5,5;0;0;0;0;1;0
"31772";2003;12;NA;8,2;0;0;0;1;0;0
"31773";1996;144;NA;5,7;0;0;0;0;0;0
"31774";1984;105;NA;5,2;0;0;1;0;0;0
"31775";1996;96;NA;3,9;0;0;0;0;0;0
"31776";1960;97;NA;6,3;0;0;1;1;0;0
"31777";1976;91;NA;3,5;0;0;0;0;0;0
"31778";1960;76;NA;8,8;0;0;1;0;0;0
"31779";1955;94;NA;8,5;0;0;1;0;0;0
"31780";1999;85;NA;5,3;0;0;0;1;0;0
"31781";1991;95;NA;9,3;0;0;0;1;0;0
"31782";1985;78;25000;7,5;0;0;0;1;0;0
"31783";1986;96;NA;8,5;0;1;0;0;0;0
"31784";2001;20;NA;6,7;0;0;0;0;0;0
"31785";2002;95;200000;4,5;1;0;1;0;0;0
"31786";1972;92;NA;6,9;0;0;0;0;0;0
"31787";1984;103;NA;7,4;0;0;1;1;0;0
"31788";2001;65;70000;8,5;0;0;1;1;0;0
"31789";2004;94;NA;5,7;0;0;0;0;0;0
"31790";1979;87;NA;5,4;0;0;0;0;0;0
"31791";2004;87;NA;7,4;0;0;0;1;0;0
"31792";1974;75;NA;5,5;0;0;0;1;0;0
"31793";1987;122;NA;4,8;0;0;0;1;0;1
"31794";1999;107;NA;7,2;0;0;0;1;0;0
"31795";1954;84;NA;4,1;0;0;0;1;0;0
"31796";2004;94;NA;6,2;0;0;1;1;0;0
"31797";1964;110;NA;6,3;0;0;0;0;1;0
"31798";1989;100;NA;5,5;1;0;0;0;0;0
"31799";1971;92;NA;6,5;0;0;0;0;0;0
"31800";1973;74;NA;7,7;0;0;0;0;0;0
"31801";1979;107;NA;5,2;0;0;0;0;0;0
"31802";1949;95;NA;6,9;0;0;0;1;0;0
"31803";1986;90;NA;6,6;0;0;1;0;0;0
"31804";2002;18;NA;6,8;0;0;0;1;0;0
"31805";1972;91;NA;5,9;0;0;0;0;1;0
"31806";1992;202;34000000;7,5;0;0;0;1;0;0
"31807";1968;96;NA;4,5;0;0;0;0;0;0
"31808";1942;101;NA;7,1;0;0;1;0;0;1
"31809";2004;78;NA;7,1;0;0;1;1;0;0
"31810";2001;23;10000;8,8;0;0;1;1;0;0
"31811";1919;116;NA;7,2;0;0;0;1;0;0
"31812";1997;3;NA;1,4;0;0;1;0;0;0
"31813";1990;114;NA;6;0;0;1;1;0;0
"31814";2003;50;NA;9,1;0;0;0;0;1;0
"31815";1992;112;NA;6,5;0;0;1;0;0;0
"31816";1959;120;NA;7,3;0;0;0;1;0;0
"31817";2001;90;NA;5,7;0;0;0;1;0;0
"31818";1986;105;NA;4,1;0;0;0;0;0;0
"31819";1996;109;NA;6,6;0;0;0;1;0;0
"31820";1969;88;NA;4,2;0;0;0;0;0;0
"31821";1988;110;NA;6,8;0;0;0;1;0;0
"31822";2003;86;NA;5,8;0;0;1;0;0;0
"31823";1981;120;NA;7,1;0;0;0;1;0;0
"31824";2002;95;NA;5;0;0;0;1;0;0
"31825";1972;98;NA;6,4;0;0;1;0;0;0
"31826";1981;87;NA;7,4;0;0;0;0;0;0
"31827";1978;96;NA;2,4;0;0;1;0;0;0
"31828";1940;8;NA;6,7;0;1;1;0;0;0
"31829";1991;96;NA;1,7;0;0;1;0;0;0
"31830";1985;99;NA;3,8;0;0;1;0;0;0
"31831";1982;120;NA;6,9;0;0;0;0;0;0
"31832";1985;105;500000;3,9;1;0;0;0;0;0
"31833";1979;92;NA;3,3;0;0;0;1;0;0
"31834";2003;86;16000000;4,9;0;0;1;0;0;0
"31835";1993;107;NA;6,2;0;0;0;0;0;0
"31836";1995;92;NA;4,7;1;0;0;1;0;0
"31837";1975;105;NA;5,4;0;0;0;0;0;0
"31838";1991;125;NA;8,6;0;0;0;1;0;1
"31839";1973;93;NA;6,1;0;0;1;0;0;0
"31840";1979;84;NA;3,3;0;0;1;0;0;0
"31841";1969;87;NA;5;0;0;0;1;0;0
"31842";1996;34;NA;6,2;0;0;1;1;0;0
"31843";1998;90;NA;7,7;0;0;0;1;0;0
"31844";1951;194;NA;8,9;0;0;0;1;0;1
"31845";2002;88;NA;6,2;0;0;1;0;0;0
"31846";1995;94;6100000;7,1;0;0;1;1;0;0
"31847";1917;75;NA;7,3;0;0;0;1;0;0
"31848";1942;94;NA;7,4;0;0;0;1;0;0
"31849";1984;91;NA;4,3;0;0;0;1;0;0
"31850";1987;92;NA;5;1;0;0;0;0;0
"31851";1996;91;NA;4,6;0;0;0;0;0;0
"31852";1981;95;NA;6,1;0;0;0;1;0;0
"31853";1971;125;NA;6,2;0;0;0;1;0;0
"31854";2001;90;NA;5,3;0;0;0;1;0;0
"31855";1949;86;NA;6,8;0;0;0;1;0;0
"31856";1953;97;NA;6,7;0;0;0;1;0;0
"31857";1969;88;NA;4;0;0;1;0;0;0
"31858";1931;80;NA;6,9;1;0;0;1;0;0
"31859";1941;101;300000;8,4;0;0;0;0;0;0
"31860";1986;75;NA;7;0;0;0;0;0;0
"31861";1937;95;NA;7,6;0;0;0;1;0;0
"31862";2001;119;NA;5,5;0;0;0;1;0;0
"31863";1956;81;NA;6,6;0;0;1;0;0;0
"31864";1967;90;NA;5,5;0;0;1;0;0;1
"31865";1992;90;NA;5,8;0;0;0;0;0;0
"31866";1999;100;3000000;6;0;0;0;1;0;0
"31867";2002;78;NA;5,8;0;0;0;0;0;0
"31868";2002;90;NA;6,2;0;0;1;0;0;0
"31869";1984;94;NA;2,3;0;0;1;0;0;0
"31870";1986;110;NA;5,2;0;0;1;0;0;0
"31871";1969;85;NA;8,2;0;0;0;1;0;0
"31872";1974;82;NA;8,4;0;0;0;0;0;0
"31873";1939;8;NA;5,7;0;1;1;0;0;0
"31874";1996;45;NA;4,3;0;0;0;0;0;0
"31875";1998;83;NA;5,6;0;0;0;0;0;0
"31876";2001;73;NA;5,4;0;0;0;0;1;0
"31877";1973;210;NA;7,5;0;0;0;1;0;0
"31878";1982;55;NA;9,5;0;0;0;0;0;0
"31879";1988;80;NA;8,6;0;0;0;0;1;0
"31880";2003;80;200000;6,6;0;0;0;1;0;0
"31881";1988;81;NA;4,7;0;0;0;0;0;0
"31882";1954;110;NA;5,2;0;0;0;1;0;0
"31883";1992;104;NA;6,2;0;0;0;1;0;0
"31884";2003;92;NA;6,6;0;0;1;0;0;0
"31885";1998;106;NA;6;0;0;1;1;0;1
"31886";1974;132;12000000;4,8;0;0;0;0;0;0
"31887";1938;103;NA;7,5;0;0;0;0;0;0
"31888";1992;82;NA;2,4;0;0;0;0;0;0
"31889";2000;90;NA;4,9;0;0;0;0;0;0
"31890";1958;97;NA;8,8;1;0;0;0;0;1
"31891";1941;80;NA;7,6;0;0;0;1;0;0
"31892";1982;91;NA;5,2;0;0;0;1;1;0
"31893";1980;91;NA;2,3;0;0;1;0;0;0
"31894";1962;95;NA;8;0;0;0;1;0;0
"31895";1951;75;NA;6,5;0;0;1;0;0;0
"31896";1957;106;NA;4,3;0;0;0;1;0;0
"31897";2003;99;NA;6,1;0;0;1;1;0;1
"31898";1994;124;NA;6,4;0;0;0;1;0;0
"31899";2005;8;2000;8,5;0;0;1;1;0;0
"31900";1930;84;NA;6,2;0;0;1;0;0;0
"31901";1999;101;NA;3,1;0;0;0;0;0;0
"31902";1939;85;NA;7,4;0;0;1;0;0;0
"31903";1997;21;NA;8;0;0;0;1;0;0
"31904";1974;90;NA;5,7;0;0;1;0;0;0
"31905";1947;99;NA;5,1;0;0;0;1;0;0
"31906";1957;84;NA;6,1;0;0;0;1;0;0
"31907";1945;70;NA;5,9;0;0;1;0;0;0
"31908";1955;96;NA;6,2;0;0;0;0;0;0
"31909";2003;110;36000000;5,4;1;0;0;1;0;0
"31910";1956;67;NA;3,1;0;0;0;0;0;0
"31911";1953;82;NA;5,6;0;0;0;0;0;0
"31912";1941;82;250000;4,7;0;0;0;1;0;0
"31913";1953;100;NA;6,7;0;0;0;1;0;0
"31914";1966;99;NA;4,1;0;0;0;1;0;0
"31915";1967;86;NA;3,8;1;0;0;0;0;0
"31916";1966;87;NA;6,3;0;1;1;0;0;0
"31917";1969;105;NA;4,6;0;0;0;0;0;0
"31918";1970;114;NA;6,8;0;0;0;1;0;0
"31919";1955;119;NA;7,1;0;0;0;1;0;0
"31920";1990;88;NA;4,3;0;0;1;0;0;0
"31921";1970;93;NA;5,4;0;0;0;0;0;0
"31922";1990;99;35000;5,4;0;0;1;0;0;0
"31923";1966;97;NA;6,3;0;0;1;0;0;0
"31924";2003;113;NA;6;0;0;0;1;0;0
"31925";2004;11;NA;8,1;0;0;1;0;0;0
"31926";1975;115;NA;5,7;0;0;0;1;0;0
"31927";1933;57;NA;4;0;0;0;0;0;0
"31928";1951;70;50000;5,6;0;0;0;0;0;0
"31929";1930;70;NA;6,6;0;0;0;0;0;1
"31930";1936;60;NA;5,9;0;0;1;1;0;0
"31931";1941;105;NA;7,5;0;0;0;0;0;0
"31932";1947;96;NA;6,8;0;0;0;1;0;0
"31933";1940;77;NA;6,8;0;0;0;1;0;0
"31934";1958;90;NA;4,8;0;0;0;1;0;0
"31935";2001;110;NA;3,2;0;0;0;0;0;0
"31936";1941;59;NA;5,6;0;0;0;0;0;0
"31937";1986;97;NA;5,2;0;0;0;1;0;0
"31938";1967;97;NA;5,5;0;0;0;1;0;0
"31939";1939;64;NA;6,1;0;0;0;0;0;0
"31940";1992;100;NA;4,3;0;0;1;0;0;1
"31941";1958;88;NA;6,7;0;0;0;1;0;0
"31942";1932;62;NA;6,5;0;0;1;1;0;1
"31943";1935;71;NA;6,3;0;0;1;0;0;1
"31944";1931;74;NA;7;0;0;0;1;0;0
"31945";1942;112;NA;7,5;0;0;1;0;0;0
"31946";1950;81;NA;8,2;0;0;0;1;0;0
"31947";1959;83;NA;6,4;0;0;0;1;0;0
"31948";1936;82;NA;7,5;0;0;1;0;0;0
"31949";1998;39;NA;5,1;0;0;0;0;0;0
"31950";2000;97;NA;5,9;0;0;0;1;0;0
"31951";1933;72;NA;5,4;0;0;0;1;0;0
"31952";1939;60;NA;6,3;0;0;0;1;0;0
"31953";1958;70;NA;6,1;0;0;0;1;0;0
"31954";1998;82;NA;6,3;0;0;0;0;1;0
"31955";1976;140;NA;6,5;0;0;0;1;0;0
"31956";1937;67;NA;6,1;0;0;0;1;0;0
"31957";1970;89;NA;4,7;0;0;1;0;0;0
"31958";1970;94;NA;5,5;0;0;0;0;0;0
"31959";2003;33;NA;9,6;0;0;1;0;0;0
"31960";1997;94;NA;6,2;0;0;1;0;0;0
"31961";1934;75;NA;7;0;0;0;0;0;0
"31962";1956;120;2500000;7,4;0;0;0;1;0;0
"31963";1928;110;NA;8,2;0;0;0;1;0;0
"31964";1959;60;NA;4,3;0;0;1;0;0;0
"31965";1936;73;NA;6,1;0;0;0;1;0;0
"31966";1973;123;NA;5,2;0;0;0;0;0;0
"31967";1955;90;NA;6;0;0;1;0;0;0
"31968";1983;110;NA;4,8;0;0;1;0;0;0
"31969";1968;7;NA;6,6;0;0;0;0;1;0
"31970";1999;98;NA;8,2;0;0;0;0;0;0
"31971";1956;103;NA;7,2;0;0;0;1;0;0
"31972";1932;81;NA;7,3;0;0;0;1;0;0
"31973";1934;80;NA;5,8;0;0;0;1;0;0
"31974";1980;90;NA;5,2;0;0;0;1;1;0
"31975";1962;123;3200000;8,2;0;0;0;0;0;0
"31976";1975;85;NA;6,6;0;0;0;0;1;0
"31977";1987;11;NA;8,1;0;1;0;0;0;0
"31978";2001;97;NA;6,5;0;0;1;1;0;0
"31979";1940;76;NA;6,4;0;0;0;1;0;0
"31980";1957;71;NA;3,5;0;0;0;0;0;0
"31981";1959;135;NA;4,6;0;0;1;0;0;0
"31982";1983;111;NA;2,9;0;0;1;0;0;0
"31983";2001;118;20000000;7,7;0;0;1;1;0;0
"31984";1953;82;NA;5,7;0;0;0;1;0;0
"31985";2003;117;NA;7,4;0;0;0;1;0;0
"31986";1975;129;8000000;7,9;0;0;0;0;0;0
"31987";1975;91;NA;3,7;0;0;0;0;0;0
"31988";1942;65;NA;6,6;0;0;0;0;0;0
"31989";1958;85;NA;5,8;0;0;0;1;0;0
"31990";1957;80;NA;4,3;0;0;0;0;0;0
"31991";1937;21;NA;6,4;0;0;0;1;0;0
"31992";1993;114;NA;6,4;0;0;0;1;0;0
"31993";1955;89;NA;7;0;0;0;0;0;0
"31994";1999;95;35000;3,8;0;0;0;0;0;0
"31995";1972;98;NA;4,6;0;0;0;0;0;0
"31996";1999;15;NA;5;0;0;0;0;1;0
"31997";1973;92;NA;2,4;0;0;0;1;0;0
"31998";1932;92;NA;7,5;0;0;1;0;0;0
"31999";1982;110;NA;1,8;0;0;0;1;0;1
"32000";1965;94;NA;6,6;0;0;0;1;0;0
"32001";1966;120;3900000;8;0;0;0;1;0;0
"32002";1922;74;NA;6,4;0;0;0;0;0;0
"32003";1955;80;NA;5,8;0;0;0;0;0;0
"32004";1965;81;NA;4,3;0;1;0;0;0;0
"32005";1948;100;NA;6,6;0;0;0;0;0;0
"32006";1940;75;NA;4,2;0;0;0;1;0;0
"32007";1956;82;NA;6,3;0;0;0;0;0;0
"32008";1943;103;NA;5,7;0;0;0;1;0;0
"32009";2001;106;6500000;6,8;0;0;0;1;0;0
"32010";1944;91;NA;6,3;0;0;0;1;0;0
"32011";1958;72;NA;5,2;0;0;0;0;0;0
"32012";1942;64;NA;5,6;0;0;0;1;0;0
"32013";1932;57;NA;4,3;0;0;0;0;0;0
"32014";1922;70;NA;6,7;0;0;0;1;0;0
"32015";1975;111;450000;4,8;1;0;0;1;0;0
"32016";1955;104;NA;7,4;0;0;0;0;0;0
"32017";1938;58;NA;5,9;0;0;0;0;0;0
"32018";1982;102;NA;6,8;0;0;0;1;0;1
"32019";1957;66;NA;4,2;0;0;0;0;0;0
"32020";1915;41;NA;4,9;0;0;0;0;0;0
"32021";1933;77;NA;5,1;0;0;0;0;0;0
"32022";1940;59;NA;4,6;0;0;0;0;0;0
"32023";1934;52;NA;4,5;0;0;0;0;0;0
"32024";1953;79;NA;6,2;0;0;0;0;0;0
"32025";1963;96;NA;6,4;0;0;1;0;0;0
"32026";1949;80;NA;6,9;0;0;0;0;0;0
"32027";1943;116;NA;6,7;0;0;0;1;0;0
"32028";1997;100;NA;6;0;0;0;0;0;0
"32029";1945;92;NA;6,2;0;0;0;1;0;0
"32030";1931;84;NA;6,4;0;0;1;0;0;0
"32031";2003;10;NA;5,8;0;0;0;0;0;0
"32032";1953;82;NA;5,5;0;0;0;0;0;0
"32033";1960;57;NA;7,3;0;0;0;0;0;0
"32034";2001;7;10000;6,7;0;0;0;0;0;0
"32035";2004;20;NA;4,5;0;0;0;0;0;0
"32036";1953;70;NA;5,6;0;0;0;0;0;0
"32037";1975;117;NA;7,4;0;0;0;1;0;0
"32038";1956;153;NA;7,1;0;0;0;1;0;0
"32039";1939;96;NA;7,3;0;0;0;0;0;0
"32040";1998;132;35000000;6;1;0;0;1;0;0
"32041";1999;14;NA;6,6;0;1;0;1;0;0
"32042";1964;94;NA;6,3;0;0;0;1;0;0
"32043";1936;71;NA;4,5;0;0;1;0;0;0
"32044";1960;98;NA;6,9;0;0;1;0;0;1
"32045";1991;99;NA;7,4;0;0;0;1;0;1
"32046";1959;98;NA;5,7;0;0;0;0;0;0
"32047";1951;87;NA;6,2;0;0;0;0;0;0
"32048";1957;87;NA;6,7;0;0;0;1;0;0
"32049";1956;73;NA;2;0;0;0;1;0;0
"32050";1951;85;NA;7,6;0;0;1;1;0;0
"32051";1971;104;NA;6,3;0;0;0;0;0;0
"32052";1998;85;NA;6,7;0;0;0;0;0;0
"32053";1934;76;NA;7,8;0;0;0;0;1;0
"32054";1939;105;1000000;6,8;0;0;0;0;0;0
"32055";1983;91;NA;7,4;0;0;0;1;0;0
"32056";1997;94;NA;4,8;0;0;0;1;0;0
"32057";1972;132;12000000;5,6;0;0;1;1;0;1
"32058";1994;99;NA;6,6;0;0;1;1;0;0
"32059";1971;98;NA;5,9;1;0;0;1;0;0
"32060";1957;122;NA;7,2;0;0;0;1;0;0
"32061";1999;77;NA;6,7;0;0;1;0;0;0
"32062";1933;62;NA;5,7;0;0;0;0;0;0
"32063";1995;96;NA;4,5;0;0;1;0;0;0
"32064";2005;97;40000000;5,2;1;0;1;0;0;0
"32065";1955;85;NA;5,1;0;0;1;0;0;0
"32066";1958;100;NA;7,5;0;0;0;0;0;1
"32067";1931;74;NA;6,2;0;0;1;0;0;0
"32068";1995;86;NA;6;0;0;1;0;0;0
"32069";1957;95;NA;5,9;0;0;0;1;0;0
"32070";1987;92;NA;4,5;1;0;0;1;0;0
"32071";2004;146;70000000;7,4;1;0;0;1;0;0
"32072";1960;92;NA;5,9;1;0;0;1;0;0
"32073";1953;105;NA;6,5;0;0;0;1;0;0
"32074";1950;97;NA;6,2;0;0;0;0;0;0
"32075";1935;65;NA;8;0;0;1;0;0;0
"32076";1934;7;NA;6,5;0;1;1;0;0;0
"32077";1999;118;52000000;7,3;0;0;1;1;0;0
"32078";1993;23;NA;9,2;0;0;0;0;0;0
"32079";1948;80;NA;7,8;0;0;0;1;0;0
"32080";1958;79;NA;5,5;0;0;0;0;0;0
"32081";1995;88;NA;5,8;0;0;0;1;0;0
"32082";1988;84;NA;6,5;0;0;1;0;0;0
"32083";1930;68;NA;7,5;0;0;0;1;0;0
"32084";1992;74;NA;5;0;0;0;1;0;0
"32085";2005;122;30000000;6;0;0;0;0;0;0
"32086";1999;85;NA;6,8;0;0;0;1;0;1
"32087";1980;106;NA;5,3;0;0;1;0;0;0
"32088";1951;79;NA;6;0;0;0;0;0;0
"32089";1940;73;NA;6,1;0;0;0;0;0;0
"32090";2001;21;NA;8;0;0;0;0;0;0
"32091";1985;92;NA;5,3;0;0;1;0;0;0
"32092";1998;96;NA;6,6;0;0;1;1;0;1
"32093";1983;93;NA;6,2;0;0;1;0;0;0
"32094";1934;73;NA;5,3;0;0;0;1;0;0
"32095";1942;65;NA;6;0;0;0;1;0;0
"32096";1951;81;NA;6,3;0;0;0;1;0;0
"32097";1996;89;100000;7,1;0;0;1;0;0;0
"32098";1999;5;NA;7,8;0;1;0;1;0;0
"32099";2001;19;NA;5,9;0;0;0;0;0;0
"32100";1955;119;NA;7,4;0;0;0;1;0;0
"32101";1974;125;13000000;6,4;1;0;0;1;0;0
"32102";1955;83;NA;6,1;0;0;0;0;0;0
"32103";1995;95;NA;8,2;0;0;0;0;0;0
"32104";2003;9;NA;5,8;0;1;1;0;0;0
"32105";1954;167;NA;5,9;0;0;0;0;0;0
"32106";1952;6;NA;5,8;0;1;1;0;0;0
"32107";1993;95;6000000;4,4;0;0;0;0;0;0
"32108";1933;75;NA;7,3;0;0;0;1;0;0
"32109";1964;120;NA;6,8;0;0;1;0;0;0
"32110";1912;17;NA;6,7;0;0;0;1;0;0
"32111";2004;100;NA;4,9;0;0;1;0;0;0
"32112";1964;13;NA;6,4;0;0;0;0;0;0
"32113";1973;15;NA;7,4;0;0;0;0;0;0
"32114";1972;93;NA;6,1;0;0;0;1;0;0
"32115";1983;99;NA;5,7;0;0;0;1;0;0
"32116";1979;100;NA;5;0;0;1;0;0;0
"32117";2002;110;NA;7,9;0;0;0;1;0;0
"32118";1948;79;NA;6,5;0;0;0;0;0;0
"32119";1938;75;NA;5,6;0;0;1;1;0;0
"32120";2005;96;30000000;3,8;1;0;0;0;0;0
"32121";1961;93;NA;6,9;0;0;0;1;0;0
"32122";1996;108;NA;3,3;0;0;0;0;0;0
"32123";1975;80;NA;5,6;0;0;1;0;0;1
"32124";1962;126;NA;8,4;0;0;0;1;0;0
"32125";2004;129;NA;6,7;0;0;0;0;0;0
"32126";1968;13;NA;5,6;0;0;0;0;0;0
"32127";1968;105;NA;7,7;0;0;0;1;0;0
"32128";1981;117;NA;6,1;0;0;0;0;0;0
"32129";1934;65;NA;6;0;0;0;1;0;0
"32130";1995;90;NA;5,7;0;0;0;0;0;0
"32131";1936;66;NA;5,4;0;0;1;0;0;0
"32132";1996;118;NA;7,8;0;0;0;0;1;0
"32133";2000;22;NA;5,3;0;0;0;0;0;0
"32134";1983;167;NA;6,5;0;0;1;1;0;0
"32135";1975;127;NA;4,8;1;0;0;1;0;0
"32136";1965;95;NA;6,9;0;0;1;0;0;0
"32137";1997;126;NA;6,7;0;0;0;1;0;0
"32138";1939;215;NA;6;1;0;0;0;0;0
"32139";1962;126;NA;6,6;0;0;0;0;0;0
"32140";1993;81;NA;2,8;1;0;0;0;0;0
"32141";1952;93;NA;7,6;0;0;0;1;0;0
"32142";1985;94;NA;7,2;0;0;1;0;0;0
"32143";2002;95;NA;4,7;0;0;1;0;0;1
"32144";1956;76;NA;4,6;0;0;0;0;0;0
"32145";2003;95;NA;7,3;0;0;0;1;0;0
"32146";1981;92;NA;4,5;1;0;0;1;0;0
"32147";2003;102;NA;7,3;0;0;0;1;0;0
"32148";1980;90;NA;6,4;0;0;0;1;0;0
"32149";2003;80;NA;4,4;1;1;0;0;0;0
"32150";1997;70;NA;4,1;0;0;0;0;0;0
"32151";1980;87;NA;4,7;0;0;0;0;0;0
"32152";1995;106;NA;3,2;0;0;0;0;0;0
"32153";2004;84;NA;6,1;0;0;1;0;0;1
"32154";2002;90;NA;7;0;0;1;1;0;0
"32155";1977;93;NA;5,3;0;0;0;1;0;0
"32156";1924;75;NA;6,9;0;0;1;1;0;0
"32157";1949;97;NA;6,7;0;0;0;1;0;0
"32158";1975;87;NA;3,2;1;0;0;1;0;0
"32159";1979;96;NA;8,2;0;0;1;1;0;1
"32160";1982;89;300000;4;0;0;0;0;0;0
"32161";2000;97;NA;3,8;1;0;0;0;0;0
"32162";1985;35;NA;5,9;0;0;0;0;0;0
"32163";1934;90;NA;6,9;0;0;0;1;0;0
"32164";1995;94;NA;4,1;0;0;0;1;0;1
"32165";1937;89;NA;6,4;0;0;1;0;0;0
"32166";1993;104;13500000;7,3;0;0;1;0;0;0
"32167";1986;117;NA;5,7;0;0;1;0;0;0
"32168";1993;110;NA;8;0;0;0;1;0;0
"32169";1958;79;NA;4,1;0;0;0;0;0;0
"32170";1945;219;NA;7,1;1;0;0;0;0;0
"32171";1986;124;15000000;7,2;0;0;0;1;0;0
"32172";1947;103;NA;9,4;0;0;0;1;0;0
"32173";2002;92;NA;7,6;0;0;0;0;1;0
"32174";1979;98;NA;4,8;0;0;1;0;0;1
"32175";1997;95;NA;6,8;0;0;0;1;0;0
"32176";1934;51;5000;3;0;0;0;0;0;0
"32177";1963;86;NA;4,7;0;0;0;0;0;0
"32178";1980;85;350000;5,2;0;0;0;1;0;0
"32179";1988;85;1100000;5;1;0;0;0;0;0
"32180";1990;90;4000000;4,4;1;0;0;0;0;0
"32181";1993;85;NA;3,5;1;0;0;0;0;0
"32182";1990;75;NA;1,7;0;0;0;0;0;0
"32183";1994;95;NA;4,1;0;0;1;0;0;0
"32184";2001;92;NA;5,7;1;0;1;0;0;1
"32185";2001;100;NA;7,4;0;0;0;1;0;0
"32186";1993;169;NA;8,4;0;0;1;0;0;0
"32187";1988;96;NA;6,1;0;0;1;1;0;1
"32188";1989;106;NA;6;0;0;0;1;0;0
"32189";1991;93;NA;5,2;0;0;0;0;0;0
"32190";2000;113;NA;4,9;0;0;0;1;0;0
"32191";1942;81;NA;6,9;0;0;0;0;0;0
"32192";1992;88;NA;7,2;0;0;0;1;0;0
"32193";1957;100;NA;5,7;0;0;0;0;0;0
"32194";1952;76;NA;5,5;0;0;0;0;0;1
